ID операции,Дата,Артикул,ID производственной базы,"Количество, кг",Тип операции
1685,15.9.2021,16,П15,34,Поступило с производства
1686,15.9.2021,17,П16,33,Выдано покупателю
724,20.8.2021,18,П1,39,Выдано покупателю
1688,15.9.2021,21,П8,23,Выдано покупателю
1689,15.9.2021,26,П4,40,Поступило с производства
1690,15.9.2021,26,П4,9,Выдано покупателю
1691,15.9.2021,28,П10,31,Поступило с производства
1692,15.9.2021,28,П15,20,Поступило с производства
1693,15.9.2021,28,П4,23,Поступило с производства
1694,15.9.2021,28,П4,22,Выдано покупателю
1695,15.9.2021,31,П16,32,Поступило с производства
1696,15.9.2021,31,П2,49,Поступило с производства
1697,15.9.2021,33,П13,28,Выдано покупателю
1698,15.9.2021,33,П5,49,Выдано покупателю
1699,15.9.2021,36,П1,50,Поступило с производства
1700,15.9.2021,36,П4,36,Поступило с производства
1701,15.9.2021,36,П7,30,Поступило с производства
1702,15.9.2021,38,П16,23,Поступило с производства
1703,15.9.2021,38,П9,41,Выдано покупателю
1704,15.9.2021,43,П11,10,Поступило с производства
1705,15.9.2021,43,П9,22,Поступило с производства
1706,15.9.2021,44,П1,42,Поступило с производства
1707,15.9.2021,47,П5,25,Поступило с производства
1708,15.9.2021,47,П6,12,Выдано покупателю
1709,15.9.2021,54,П14,26,Выдано покупателю
1710,15.9.2021,55,П8,31,Поступило с производства
1711,15.9.2021,56,П1,50,Поступило с производства
1712,15.9.2021,56,П15,23,Поступило с производства
1713,15.9.2021,58,П1,20,Поступило с производства
1714,15.9.2021,58,П12,44,Выдано покупателю
1715,15.9.2021,59,П11,29,Поступило с производства
1716,15.9.2021,59,П11,20,Выдано покупателю
1717,15.9.2021,60,П10,37,Выдано покупателю
1718,15.9.2021,63,П12,32,Поступило с производства
1719,16.9.2021,3,П4,39,Выдано покупателю
1720,16.9.2021,4,П1,34,Выдано покупателю
1721,16.9.2021,8,П3,8,Поступило с производства
1722,16.9.2021,8,П4,49,Поступило с производства
1723,16.9.2021,13,П16,5,Поступило с производства
1724,16.9.2021,20,П8,47,Поступило с производства
1725,16.9.2021,22,П5,49,Поступило с производства
1726,16.9.2021,23,П3,14,Поступило с производства
1727,16.9.2021,24,П8,37,Поступило с производства
1728,16.9.2021,27,П14,17,Выдано покупателю
1729,16.9.2021,28,П10,15,Выдано покупателю
1730,16.9.2021,31,П11,28,Выдано покупателю
1731,16.9.2021,35,П14,18,Поступило с производства
1732,16.9.2021,39,П2,22,Поступило с производства
1733,16.9.2021,42,П8,16,Выдано покупателю
1734,16.9.2021,43,П10,8,Поступило с производства
1735,16.9.2021,43,П16,40,Поступило с производства
1736,16.9.2021,45,П10,31,Выдано покупателю
1737,16.9.2021,49,П12,26,Выдано покупателю
1738,16.9.2021,50,П14,49,Выдано покупателю
1739,16.9.2021,52,П9,22,Поступило с производства
1740,16.9.2021,53,П5,12,Выдано покупателю
1741,16.9.2021,55,П15,16,Поступило с производства
1742,16.9.2021,56,П13,43,Поступило с производства
1743,16.9.2021,57,П9,9,Поступило с производства
1744,16.9.2021,58,П8,45,Поступило с производства
1745,16.9.2021,59,П11,45,Поступило с производства
1746,16.9.2021,59,П6,23,Выдано покупателю
1747,16.9.2021,60,П13,33,Выдано покупателю
1748,16.9.2021,64,П12,47,Поступило с производства
1749,17.9.2021,4,П12,28,Выдано покупателю
1750,17.9.2021,5,П15,25,Выдано покупателю
1751,17.9.2021,6,П6,43,Поступило с производства
1752,17.9.2021,7,П2,26,Выдано покупателю
1753,17.9.2021,7,П4,11,Поступило с производства
1754,17.9.2021,10,П14,11,Поступило с производства
1755,17.9.2021,10,П5,48,Поступило с производства
1756,17.9.2021,14,П2,23,Поступило с производства
1757,17.9.2021,17,П5,16,Поступило с производства
1758,17.9.2021,18,П15,22,Выдано покупателю
1233,3.9.2021,18,П9,43,Выдано покупателю
1760,17.9.2021,19,П16,37,Поступило с производства
1761,17.9.2021,19,П5,47,Выдано покупателю
1762,17.9.2021,20,П2,35,Выдано покупателю
1763,17.9.2021,21,П13,10,Поступило с производства
1764,17.9.2021,23,П13,46,Выдано покупателю
1765,17.9.2021,25,П15,8,Поступило с производства
1766,17.9.2021,27,П10,9,Поступило с производства
1767,17.9.2021,27,П4,40,Поступило с производства
1768,17.9.2021,27,П6,40,Поступило с производства
1769,17.9.2021,28,П16,23,Выдано покупателю
1770,17.9.2021,28,П2,10,Выдано покупателю
1771,17.9.2021,29,П7,10,Выдано покупателю
1772,17.9.2021,31,П11,46,Поступило с производства
1773,17.9.2021,32,П4,10,Выдано покупателю
1774,17.9.2021,33,П1,21,Поступило с производства
1775,17.9.2021,34,П2,30,Выдано покупателю
1776,17.9.2021,35,П3,39,Поступило с производства
1777,17.9.2021,46,П13,19,Поступило с производства
1778,17.9.2021,46,П3,48,Выдано покупателю
1779,17.9.2021,47,П2,19,Поступило с производства
1780,17.9.2021,49,П11,45,Поступило с производства
1781,17.9.2021,51,П2,40,Поступило с производства
1782,17.9.2021,51,П6,21,Поступило с производства
1783,17.9.2021,52,П2,33,Поступило с производства
1784,17.9.2021,55,П8,15,Выдано покупателю
1785,17.9.2021,56,П14,8,Поступило с производства
1786,17.9.2021,58,П16,41,Выдано покупателю
1787,17.9.2021,63,П5,36,Выдано покупателю
1788,17.9.2021,63,П6,12,Поступило с производства
1789,18.9.2021,1,П8,25,Поступило с производства
1790,18.9.2021,6,П10,14,Поступило с производства
1791,18.9.2021,6,П4,38,Выдано покупателю
1792,18.9.2021,7,П12,32,Выдано покупателю
1793,18.9.2021,9,П13,19,Поступило с производства
1794,18.9.2021,10,П10,18,Поступило с производства
1795,18.9.2021,10,П14,27,Поступило с производства
1796,18.9.2021,11,П13,19,Поступило с производства
1797,18.9.2021,12,П14,46,Поступило с производства
1798,18.9.2021,12,П9,17,Поступило с производства
1799,18.9.2021,14,П2,40,Поступило с производства
1800,18.9.2021,19,П1,49,Поступило с производства
1801,18.9.2021,19,П14,12,Выдано покупателю
1802,18.9.2021,23,П15,13,Поступило с производства
1803,18.9.2021,23,П5,47,Поступило с производства
1804,18.9.2021,25,П13,35,Выдано покупателю
1805,18.9.2021,29,П6,38,Поступило с производства
1806,18.9.2021,30,П1,46,Поступило с производства
1807,18.9.2021,30,П13,28,Поступило с производства
1808,18.9.2021,30,П8,22,Выдано покупателю
1809,18.9.2021,31,П6,8,Выдано покупателю
1810,18.9.2021,31,П7,26,Выдано покупателю
1811,18.9.2021,32,П15,13,Поступило с производства
1812,18.9.2021,32,П16,10,Поступило с производства
1813,18.9.2021,34,П4,33,Выдано покупателю
1814,18.9.2021,38,П10,23,Поступило с производства
1815,18.9.2021,38,П3,16,Выдано покупателю
1816,18.9.2021,39,П3,35,Выдано покупателю
1817,18.9.2021,40,П5,20,Поступило с производства
1818,18.9.2021,41,П16,21,Поступило с производства
1819,18.9.2021,44,П15,17,Поступило с производства
1820,18.9.2021,44,П2,34,Выдано покупателю
1821,18.9.2021,45,П1,28,Выдано покупателю
1822,18.9.2021,47,П6,30,Поступило с производства
1823,18.9.2021,55,П9,21,Поступило с производства
1824,18.9.2021,57,П12,11,Поступило с производства
1825,18.9.2021,58,П4,26,Выдано покупателю
1826,18.9.2021,58,П8,44,Поступило с производства
1827,18.9.2021,59,П14,41,Поступило с производства
1828,18.9.2021,59,П16,31,Поступило с производства
1829,18.9.2021,59,П3,47,Поступило с производства
1830,19.9.2021,5,П8,17,Поступило с производства
1831,19.9.2021,6,П11,11,Поступило с производства
1832,19.9.2021,11,П14,50,Выдано покупателю
1833,19.9.2021,16,П4,20,Выдано покупателю
1834,19.9.2021,21,П8,19,Поступило с производства
1835,19.9.2021,22,П6,48,Выдано покупателю
1836,19.9.2021,27,П6,9,Выдано покупателю
1837,19.9.2021,31,П13,23,Поступило с производства
1838,19.9.2021,31,П2,36,Поступило с производства
1839,19.9.2021,32,П13,28,Выдано покупателю
1840,19.9.2021,33,П6,19,Выдано покупателю
1841,19.9.2021,34,П14,31,Поступило с производства
1842,19.9.2021,36,П7,44,Выдано покупателю
1843,19.9.2021,38,П15,9,Поступило с производства
1844,19.9.2021,39,П1,42,Поступило с производства
1845,19.9.2021,40,П13,47,Выдано покупателю
1846,19.9.2021,44,П7,21,Поступило с производства
1847,19.9.2021,45,П10,40,Выдано покупателю
1848,19.9.2021,46,П5,44,Выдано покупателю
1849,19.9.2021,52,П11,23,Поступило с производства
1850,19.9.2021,54,П9,30,Поступило с производства
1851,19.9.2021,55,П11,34,Выдано покупателю
1852,19.9.2021,55,П3,19,Выдано покупателю
1853,19.9.2021,57,П9,12,Поступило с производства
1854,19.9.2021,60,П7,25,Поступило с производства
1855,19.9.2021,61,П8,21,Поступило с производства
1856,19.9.2021,62,П11,16,Выдано покупателю
1857,19.9.2021,64,П3,8,Поступило с производства
1858,20.9.2021,2,П11,49,Выдано покупателю
1859,20.9.2021,3,П3,18,Поступило с производства
1860,20.9.2021,5,П16,50,Поступило с производства
1861,20.9.2021,5,П9,44,Поступило с производства
1862,20.9.2021,8,П15,43,Выдано покупателю
1863,20.9.2021,8,П16,16,Выдано покупателю
1864,20.9.2021,9,П14,10,Поступило с производства
1865,20.9.2021,10,П14,25,Поступило с производства
1866,20.9.2021,10,П16,50,Поступило с производства
1867,20.9.2021,16,П8,6,Поступило с производства
1868,20.9.2021,17,П8,46,Поступило с производства
1869,20.9.2021,19,П7,15,Поступило с производства
1870,20.9.2021,20,П8,49,Выдано покупателю
1871,20.9.2021,22,П13,30,Поступило с производства
1872,20.9.2021,23,П9,16,Поступило с производства
1873,20.9.2021,27,П2,9,Выдано покупателю
1874,20.9.2021,37,П6,35,Выдано покупателю
1875,20.9.2021,38,П1,18,Поступило с производства
1876,20.9.2021,38,П3,46,Поступило с производства
1877,20.9.2021,39,П14,45,Поступило с производства
1878,20.9.2021,39,П2,42,Поступило с производства
1879,20.9.2021,41,П3,42,Поступило с производства
1880,20.9.2021,44,П10,23,Выдано покупателю
1881,20.9.2021,45,П10,42,Поступило с производства
1882,20.9.2021,48,П9,33,Поступило с производства
1883,20.9.2021,49,П10,33,Выдано покупателю
1884,20.9.2021,49,П12,39,Выдано покупателю
1885,20.9.2021,51,П16,14,Поступило с производства
1886,20.9.2021,54,П6,33,Выдано покупателю
1887,20.9.2021,57,П10,48,Поступило с производства
1888,20.9.2021,63,П16,40,Поступило с производства
1889,20.9.2021,63,П16,42,Поступило с производства
1890,21.9.2021,2,П4,39,Выдано покупателю
1891,21.9.2021,3,П7,34,Поступило с производства
1892,21.9.2021,6,П4,21,Выдано покупателю
1893,21.9.2021,11,П14,6,Выдано покупателю
1894,21.9.2021,12,П1,8,Поступило с производства
1895,21.9.2021,13,П2,47,Поступило с производства
1896,21.9.2021,13,П9,38,Выдано покупателю
1897,21.9.2021,15,П15,36,Выдано покупателю
1898,21.9.2021,19,П8,34,Выдано покупателю
1899,21.9.2021,19,П9,36,Поступило с производства
1900,21.9.2021,20,П13,43,Выдано покупателю
1901,21.9.2021,21,П3,40,Выдано покупателю
1902,21.9.2021,23,П2,9,Выдано покупателю
1903,21.9.2021,24,П10,15,Поступило с производства
1904,21.9.2021,25,П1,16,Поступило с производства
1905,21.9.2021,25,П14,33,Выдано покупателю
1906,21.9.2021,25,П15,12,Поступило с производства
1907,21.9.2021,25,П3,10,Поступило с производства
1908,21.9.2021,28,П10,40,Выдано покупателю
1909,21.9.2021,28,П14,38,Поступило с производства
1910,21.9.2021,28,П2,26,Выдано покупателю
1911,21.9.2021,32,П6,16,Поступило с производства
1912,21.9.2021,33,П5,20,Поступило с производства
1913,21.9.2021,40,П9,32,Поступило с производства
1914,21.9.2021,43,П13,14,Выдано покупателю
1915,21.9.2021,45,П9,42,Выдано покупателю
1916,21.9.2021,46,П13,36,Выдано покупателю
1917,21.9.2021,49,П5,11,Выдано покупателю
1918,21.9.2021,52,П1,18,Выдано покупателю
1919,21.9.2021,52,П7,49,Поступило с производства
1920,21.9.2021,53,П3,21,Выдано покупателю
1921,21.9.2021,54,П14,38,Поступило с производства
1922,21.9.2021,55,П10,27,Поступило с производства
1923,21.9.2021,56,П9,34,Поступило с производства
1924,21.9.2021,57,П9,21,Поступило с производства
1925,21.9.2021,64,П2,36,Выдано покупателю
1926,22.9.2021,5,П5,7,Выдано покупателю
1927,22.9.2021,5,П5,22,Выдано покупателю
1928,22.9.2021,7,П14,5,Выдано покупателю
1929,22.9.2021,7,П16,7,Выдано покупателю
1930,22.9.2021,8,П13,21,Поступило с производства
1931,22.9.2021,8,П8,17,Выдано покупателю
1932,22.9.2021,12,П10,16,Поступило с производства
1933,22.9.2021,13,П11,49,Поступило с производства
1934,22.9.2021,15,П4,33,Выдано покупателю
1935,22.9.2021,15,П9,11,Выдано покупателю
1936,22.9.2021,16,П11,8,Выдано покупателю
1937,22.9.2021,18,П3,49,Выдано покупателю
1938,22.9.2021,20,П2,16,Выдано покупателю
1939,22.9.2021,21,П8,18,Выдано покупателю
1940,22.9.2021,23,П10,9,Выдано покупателю
1941,22.9.2021,24,П8,50,Поступило с производства
1942,22.9.2021,26,П3,45,Поступило с производства
1943,22.9.2021,27,П13,40,Поступило с производства
1944,22.9.2021,27,П4,23,Поступило с производства
1945,22.9.2021,28,П16,14,Выдано покупателю
1946,22.9.2021,29,П2,23,Поступило с производства
1947,22.9.2021,33,П16,6,Выдано покупателю
1948,22.9.2021,36,П7,44,Выдано покупателю
1949,22.9.2021,40,П1,45,Поступило с производства
1950,22.9.2021,42,П10,11,Поступило с производства
1951,22.9.2021,42,П5,45,Поступило с производства
1952,22.9.2021,44,П14,8,Поступило с производства
1953,22.9.2021,50,П3,20,Поступило с производства
1954,22.9.2021,50,П3,7,Выдано покупателю
1955,22.9.2021,52,П14,12,Поступило с производства
1956,22.9.2021,52,П16,48,Выдано покупателю
1957,22.9.2021,53,П13,5,Поступило с производства
1958,22.9.2021,54,П13,32,Выдано покупателю
1959,22.9.2021,57,П3,17,Выдано покупателю
1960,22.9.2021,60,П4,16,Поступило с производства
1961,22.9.2021,62,П16,11,Выдано покупателю
1962,22.9.2021,63,П14,48,Поступило с производства
1963,22.9.2021,63,П5,43,Поступило с производства
1964,22.9.2021,64,П2,24,Поступило с производства
1965,22.9.2021,64,П2,27,Выдано покупателю
1966,23.9.2021,3,П2,50,Поступило с производства
1967,23.9.2021,3,П8,11,Выдано покупателю
1968,23.9.2021,5,П2,36,Поступило с производства
1969,23.9.2021,8,П12,39,Выдано покупателю
1970,23.9.2021,9,П14,9,Поступило с производства
1971,23.9.2021,9,П7,10,Выдано покупателю
1972,23.9.2021,11,П11,16,Поступило с производства
1973,23.9.2021,11,П16,34,Выдано покупателю
1974,23.9.2021,11,П2,6,Поступило с производства
1975,23.9.2021,11,П2,38,Выдано покупателю
1976,23.9.2021,13,П11,32,Выдано покупателю
1977,23.9.2021,17,П16,20,Выдано покупателю
1596,12.9.2021,18,П9,18,Выдано покупателю
1979,23.9.2021,18,П13,24,Поступило с производства
1980,23.9.2021,21,П9,24,Выдано покупателю
1981,23.9.2021,22,П10,37,Поступило с производства
1982,23.9.2021,22,П11,24,Поступило с производства
1983,23.9.2021,23,П16,36,Выдано покупателю
1984,23.9.2021,26,П14,8,Поступило с производства
1985,23.9.2021,28,П2,40,Выдано покупателю
1986,23.9.2021,30,П1,48,Поступило с производства
1987,23.9.2021,34,П8,14,Поступило с производства
1988,23.9.2021,35,П9,23,Выдано покупателю
1989,23.9.2021,36,П4,36,Поступило с производства
1990,23.9.2021,40,П16,11,Поступило с производства
1991,23.9.2021,40,П4,41,Выдано покупателю
1992,23.9.2021,41,П12,46,Поступило с производства
1993,23.9.2021,44,П6,17,Поступило с производства
1994,23.9.2021,45,П10,44,Поступило с производства
1995,23.9.2021,45,П12,20,Поступило с производства
1996,23.9.2021,47,П10,26,Поступило с производства
1997,23.9.2021,48,П10,20,Поступило с производства
1998,23.9.2021,48,П15,5,Выдано покупателю
1999,23.9.2021,50,П15,27,Поступило с производства
2000,23.9.2021,52,П11,30,Поступило с производства
2001,23.9.2021,52,П12,40,Поступило с производства
2002,23.9.2021,57,П6,27,Выдано покупателю
2003,23.9.2021,59,П7,30,Поступило с производства
2004,23.9.2021,61,П16,45,Выдано покупателю
2005,23.9.2021,62,П10,42,Поступило с производства
2006,23.9.2021,62,П6,13,Выдано покупателю
2007,23.9.2021,62,П9,50,Выдано покупателю
2008,23.9.2021,63,П15,24,Поступило с производства
2009,24.9.2021,2,П6,39,Поступило с производства
2010,24.9.2021,3,П16,7,Выдано покупателю
2011,24.9.2021,4,П9,25,Выдано покупателю
2012,24.9.2021,6,П11,17,Поступило с производства
2013,24.9.2021,8,П16,13,Поступило с производства
2014,24.9.2021,8,П5,36,Поступило с производства
2015,24.9.2021,9,П10,37,Поступило с производства
2016,24.9.2021,9,П10,35,Поступило с производства
2017,24.9.2021,12,П10,35,Выдано покупателю
2018,24.9.2021,13,П4,14,Поступило с производства
2019,24.9.2021,15,П1,29,Выдано покупателю
2020,24.9.2021,15,П4,5,Выдано покупателю
2021,24.9.2021,15,П5,48,Поступило с производства
2022,24.9.2021,16,П12,43,Выдано покупателю
2023,24.9.2021,17,П4,49,Выдано покупателю
2024,24.9.2021,17,П4,18,Выдано покупателю
2025,24.9.2021,18,П11,36,Поступило с производства
2026,24.9.2021,18,П4,10,Поступило с производства
2027,24.9.2021,22,П16,37,Поступило с производства
2028,24.9.2021,22,П7,12,Выдано покупателю
2029,24.9.2021,24,П16,43,Поступило с производства
2030,24.9.2021,25,П9,44,Выдано покупателю
2031,24.9.2021,26,П14,32,Поступило с производства
2032,24.9.2021,26,П2,25,Поступило с производства
2033,24.9.2021,27,П15,23,Поступило с производства
2034,24.9.2021,32,П13,24,Поступило с производства
2035,24.9.2021,32,П16,25,Выдано покупателю
2036,24.9.2021,33,П16,36,Поступило с производства
2037,24.9.2021,35,П4,50,Выдано покупателю
2038,24.9.2021,37,П11,26,Выдано покупателю
2039,24.9.2021,41,П10,24,Выдано покупателю
2040,24.9.2021,41,П2,27,Поступило с производства
2041,24.9.2021,45,П12,25,Поступило с производства
2042,24.9.2021,46,П1,31,Выдано покупателю
2043,24.9.2021,46,П15,14,Поступило с производства
2044,24.9.2021,46,П6,19,Выдано покупателю
2045,24.9.2021,47,П14,31,Поступило с производства
2046,24.9.2021,47,П8,11,Поступило с производства
2047,24.9.2021,48,П11,31,Поступило с производства
2048,24.9.2021,48,П6,40,Поступило с производства
2049,24.9.2021,49,П4,6,Выдано покупателю
2050,24.9.2021,50,П4,17,Выдано покупателю
2051,24.9.2021,52,П11,48,Поступило с производства
2052,24.9.2021,52,П15,40,Выдано покупателю
2053,24.9.2021,55,П4,18,Выдано покупателю
2054,24.9.2021,58,П14,5,Выдано покупателю
2055,24.9.2021,60,П15,41,Выдано покупателю
2056,24.9.2021,60,П6,13,Поступило с производства
2057,24.9.2021,62,П7,45,Поступило с производства
2058,25.9.2021,3,П10,45,Поступило с производства
2059,25.9.2021,5,П5,38,Поступило с производства
2060,25.9.2021,6,П13,44,Поступило с производства
2061,25.9.2021,9,П10,14,Выдано покупателю
2062,25.9.2021,9,П6,9,Поступило с производства
2063,25.9.2021,9,П6,36,Поступило с производства
2064,25.9.2021,14,П15,12,Поступило с производства
2065,25.9.2021,14,П4,42,Поступило с производства
2066,25.9.2021,15,П6,15,Выдано покупателю
2067,25.9.2021,17,П1,46,Поступило с производства
2068,25.9.2021,17,П6,33,Поступило с производства
2069,25.9.2021,19,П9,29,Выдано покупателю
2070,25.9.2021,28,П9,16,Поступило с производства
2071,25.9.2021,28,П9,20,Выдано покупателю
2072,25.9.2021,32,П14,39,Выдано покупателю
2073,25.9.2021,32,П16,20,Выдано покупателю
2074,25.9.2021,35,П12,29,Поступило с производства
2075,25.9.2021,35,П14,15,Поступило с производства
2076,25.9.2021,35,П15,14,Выдано покупателю
2077,25.9.2021,37,П12,26,Поступило с производства
2078,25.9.2021,38,П14,7,Выдано покупателю
2079,25.9.2021,39,П4,38,Поступило с производства
2080,25.9.2021,39,П6,42,Выдано покупателю
2081,25.9.2021,40,П1,11,Поступило с производства
2082,25.9.2021,40,П1,25,Выдано покупателю
2083,25.9.2021,40,П9,47,Поступило с производства
2084,25.9.2021,41,П8,13,Поступило с производства
2085,25.9.2021,43,П13,49,Выдано покупателю
2086,25.9.2021,44,П16,7,Выдано покупателю
2087,25.9.2021,47,П16,35,Выдано покупателю
2088,25.9.2021,47,П2,35,Выдано покупателю
2089,25.9.2021,47,П9,29,Выдано покупателю
2090,25.9.2021,49,П3,46,Поступило с производства
2091,25.9.2021,49,П3,13,Поступило с производства
2092,25.9.2021,50,П14,20,Выдано покупателю
2093,25.9.2021,50,П14,45,Выдано покупателю
2094,25.9.2021,55,П7,18,Поступило с производства
2095,25.9.2021,58,П15,47,Выдано покупателю
2096,25.9.2021,59,П1,8,Поступило с производства
2097,25.9.2021,59,П8,9,Выдано покупателю
2098,25.9.2021,60,П6,40,Поступило с производства
2099,26.9.2021,7,П4,26,Поступило с производства
2100,26.9.2021,8,П4,25,Выдано покупателю
2101,26.9.2021,12,П12,15,Поступило с производства
2102,26.9.2021,12,П4,48,Выдано покупателю
2103,26.9.2021,12,П4,24,Выдано покупателю
2104,26.9.2021,14,П15,17,Выдано покупателю
2105,26.9.2021,16,П3,30,Выдано покупателю
2106,26.9.2021,18,П2,46,Поступило с производства
2107,26.9.2021,18,П6,23,Выдано покупателю
2108,26.9.2021,19,П4,24,Выдано покупателю
2109,26.9.2021,22,П11,42,Поступило с производства
2110,26.9.2021,23,П1,28,Поступило с производства
2111,26.9.2021,23,П8,12,Выдано покупателю
2112,26.9.2021,26,П7,20,Выдано покупателю
2113,26.9.2021,26,П8,44,Поступило с производства
2114,26.9.2021,31,П16,19,Выдано покупателю
2115,26.9.2021,33,П14,7,Поступило с производства
2116,26.9.2021,33,П16,9,Поступило с производства
2117,26.9.2021,34,П5,11,Поступило с производства
2118,26.9.2021,38,П2,9,Поступило с производства
2119,26.9.2021,39,П16,12,Выдано покупателю
2120,26.9.2021,40,П4,21,Выдано покупателю
2121,26.9.2021,43,П1,12,Выдано покупателю
2122,26.9.2021,45,П12,13,Выдано покупателю
2123,26.9.2021,47,П10,6,Поступило с производства
2124,26.9.2021,49,П5,40,Выдано покупателю
2125,26.9.2021,54,П1,32,Поступило с производства
2126,26.9.2021,54,П3,31,Выдано покупателю
2127,26.9.2021,56,П1,24,Выдано покупателю
2128,26.9.2021,57,П6,39,Поступило с производства
2129,26.9.2021,59,П16,12,Поступило с производства
2130,26.9.2021,60,П16,5,Поступило с производства
2131,26.9.2021,60,П3,29,Поступило с производства
2132,26.9.2021,60,П5,24,Поступило с производства
2133,26.9.2021,60,П6,30,Выдано покупателю
2134,26.9.2021,61,П4,41,Выдано покупателю
2135,26.9.2021,62,П1,41,Поступило с производства
2136,26.9.2021,62,П8,37,Поступило с производства
2137,27.9.2021,3,П5,44,Поступило с производства
2138,27.9.2021,6,П4,45,Поступило с производства
2139,27.9.2021,9,П4,30,Поступило с производства
2140,27.9.2021,12,П8,21,Поступило с производства
2141,27.9.2021,16,П3,36,Поступило с производства
2142,27.9.2021,19,П16,11,Поступило с производства
2143,27.9.2021,20,П16,45,Поступило с производства
2144,27.9.2021,22,П2,49,Поступило с производства
2145,27.9.2021,23,П4,22,Поступило с производства
2146,27.9.2021,24,П4,45,Поступило с производства
2147,27.9.2021,28,П1,31,Поступило с производства
2148,27.9.2021,28,П2,36,Выдано покупателю
2149,27.9.2021,28,П4,48,Поступило с производства
2150,27.9.2021,30,П12,7,Поступило с производства
2151,27.9.2021,31,П5,26,Выдано покупателю
2152,27.9.2021,32,П14,40,Выдано покупателю
2153,27.9.2021,33,П16,27,Выдано покупателю
2154,27.9.2021,34,П15,31,Выдано покупателю
2155,27.9.2021,35,П5,9,Выдано покупателю
2156,27.9.2021,36,П11,10,Поступило с производства
2157,27.9.2021,38,П9,18,Выдано покупателю
2158,27.9.2021,42,П9,40,Поступило с производства
2159,27.9.2021,43,П15,11,Поступило с производства
2160,27.9.2021,44,П3,14,Выдано покупателю
2161,27.9.2021,44,П4,46,Поступило с производства
2162,27.9.2021,49,П4,32,Выдано покупателю
2163,27.9.2021,51,П6,30,Выдано покупателю
2164,27.9.2021,52,П2,48,Поступило с производства
2165,27.9.2021,53,П6,46,Поступило с производства
2166,27.9.2021,56,П7,21,Поступило с производства
2167,27.9.2021,57,П5,15,Выдано покупателю
2168,27.9.2021,58,П2,30,Выдано покупателю
2169,27.9.2021,60,П10,34,Поступило с производства
2170,27.9.2021,63,П2,24,Выдано покупателю
2171,27.9.2021,64,П5,9,Поступило с производства
2172,28.9.2021,3,П1,39,Поступило с производства
2173,28.9.2021,5,П1,24,Поступило с производства
2174,28.9.2021,6,П8,31,Поступило с производства
2175,28.9.2021,8,П2,27,Выдано покупателю
2176,28.9.2021,9,П13,7,Поступило с производства
2177,28.9.2021,10,П8,42,Поступило с производства
2178,28.9.2021,11,П2,41,Поступило с производства
2179,28.9.2021,11,П6,49,Выдано покупателю
2180,28.9.2021,12,П3,40,Поступило с производства
2181,28.9.2021,14,П12,41,Поступило с производства
2182,28.9.2021,18,П14,19,Выдано покупателю
2183,28.9.2021,19,П9,23,Поступило с производства
2184,28.9.2021,24,П6,24,Поступило с производства
2185,28.9.2021,25,П12,25,Выдано покупателю
2186,28.9.2021,28,П13,16,Поступило с производства
2187,28.9.2021,28,П8,49,Выдано покупателю
2188,28.9.2021,30,П13,21,Выдано покупателю
2189,28.9.2021,33,П16,46,Выдано покупателю
2190,28.9.2021,33,П3,6,Выдано покупателю
2191,28.9.2021,33,П9,14,Поступило с производства
2192,28.9.2021,34,П10,43,Поступило с производства
2193,28.9.2021,34,П5,21,Поступило с производства
2194,28.9.2021,44,П4,34,Выдано покупателю
2195,28.9.2021,46,П2,32,Поступило с производства
2196,28.9.2021,46,П4,33,Выдано покупателю
2197,28.9.2021,47,П9,25,Поступило с производства
2198,28.9.2021,49,П1,28,Поступило с производства
2199,28.9.2021,50,П12,19,Выдано покупателю
2200,28.9.2021,51,П13,5,Поступило с производства
2201,28.9.2021,52,П15,21,Поступило с производства
2202,28.9.2021,52,П8,48,Выдано покупателю
2203,28.9.2021,53,П14,32,Поступило с производства
2204,28.9.2021,57,П1,40,Поступило с производства
2205,28.9.2021,58,П13,46,Выдано покупателю
2206,28.9.2021,62,П15,48,Выдано покупателю
2207,29.9.2021,2,П10,5,Выдано покупателю
2208,29.9.2021,3,П12,31,Выдано покупателю
2209,29.9.2021,4,П14,29,Выдано покупателю
2210,29.9.2021,5,П11,35,Выдано покупателю
2211,29.9.2021,5,П6,27,Поступило с производства
2212,29.9.2021,8,П6,9,Выдано покупателю
2213,29.9.2021,9,П8,10,Поступило с производства
2214,29.9.2021,11,П12,18,Выдано покупателю
2215,29.9.2021,14,П12,30,Выдано покупателю
2216,29.9.2021,15,П13,15,Выдано покупателю
2217,29.9.2021,18,П1,36,Выдано покупателю
2218,29.9.2021,19,П13,33,Выдано покупателю
2219,29.9.2021,19,П14,26,Выдано покупателю
2220,29.9.2021,19,П5,15,Выдано покупателю
2221,29.9.2021,24,П6,35,Поступило с производства
2222,29.9.2021,25,П9,24,Поступило с производства
2223,29.9.2021,28,П5,21,Выдано покупателю
2224,29.9.2021,28,П5,25,Выдано покупателю
2225,29.9.2021,31,П16,50,Поступило с производства
2226,29.9.2021,31,П8,11,Поступило с производства
2227,29.9.2021,33,П8,25,Выдано покупателю
2228,29.9.2021,36,П2,18,Выдано покупателю
2229,29.9.2021,43,П10,19,Выдано покупателю
2230,29.9.2021,44,П12,28,Поступило с производства
2231,29.9.2021,47,П3,42,Выдано покупателю
2232,29.9.2021,47,П4,38,Поступило с производства
